дата,от куда,,вид транспорта,,погрузка,выгрузка,,расстояние,время на рейс под нагрузкой,кол-во рейсов факт,вес,ед измерения,кол-во рейсов расчетный,расход топлива на 100км,цена за литр,затраты на топливо,зп водителя на км,затраты на зп,затраты на зп день,норма прибыли,"други затраты на смену (платон, гаи, платная трасса)",тариф руб/куб(тн)*км расчет,тариф руб/куб(тн) расчет,проверка,тариф руб/куб(тн)*км факт,тариф руб/куб(тн) факт,прибыль факт,стоимость материала закуп,наценка,цена материала продажа,стоимость материала,стоимость машины с материалом расчет,стоимость машины с материалом факт,тариф с материалом расчет,тариф с материалом факт,доовор,фидель,наем,кп,кп,прибыль наем,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Гжель,Одиночки,обводненный песок,,,Византия,28,,2,26,м3,"10,71428571",55,58,"1786,4",54,1512,3024,20000,836,"18,8","527,5538462",20000,"12,5",350,"10767,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Анненковский к-р,Старая Купавна,тонары,Гипсовый камень,24,,Бонолит,490,,1,45,тн,"0,612244898",45,58,25578,25,12250,12250,30000,5140,"3,3","1621,511111",30000,"4,285714286",2100,51532,,,,,,,,,2050,,,,,,300р,,,,,,,,,,,,,,,,,,,,,,
,Аксиньино,Пирогово,тонары,песок,24,,ВИС,46,,4,30,тн,"6,52173913",45,58,"2401,2",44,2024,8096,30000,2104,"9,0","415,04",30000,"8,152173913",375,"25195,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Мураевня,Серпухов,тонары,песок,,,,305,,1,32,тн,"0,9836065574",35,58,12383,25,7625,7625,30000,2830,"5,4","1651,1875",30000,"5,409836066",1650,29962,,,,,,,,,58000,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,
,Глядково,Терминал Электроугли,тонары,песок,24,,Византия,150,,1,45,тн,2,45,58,7830,23,3450,3450,30000,1900,"6,4","959,5555556",30000,"3,666666667",550,11570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Раменское,одиночка,песок,,,Византия,45,,3,39,тн,"6,666666667",55,58,2871,40,1800,5400,25000,1810,"7,8","348,9145299",25000,8,360,26297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Стройрегион,60,,3,35,тн,5,60,58,4176,35,2100,6300,30000,2080,"8,1","484,8380952",30000,"7,5",,26342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Новогуровский,Коломна,тонары,клинкер,,,Холсим,197,,"1,5",48,тн,"1,52284264",45,58,"10283,4",25,4925,"7387,5",30000,2773,"3,9","772,0222222",30000,"3,746192893",738,"27550,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Новогуровский,Воскресенск,тонары,клинкер,,,Холсим,176,,2,48,тн,"1,704545455",45,58,"9187,2",26,4576,9152,30000,3112,"3,6","631,65",30000,"3,880681818",683,"34929,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Аксиньино,Пирогово,тонары,пескогрунт,,,ВИС,40,,4,26,м3,"7,5",45,58,2088,42,1680,6720,30000,1960,"11,3","452,2307692",30000,"9,375",375,21968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Венев, Карпово",Южный речной порт,тонары,известняк,24,,Византия,158,,2,32,м3,"1,898734177",40,58,"7331,2",26,4108,8216,30000,8376,"6,1","957,1",30000,"6,329113924",1000,"32745,6",,,,,,,,,1000,,950,,,,,,,,,,,,,,,,,,,,,,,,,,
,Дюкинский,Черноголовка,тонары,известняк,,,Византия,225,,1,34,м3,"1,333333333",40,58,10440,25,5625,5625,30000,2950,"6,4","1441,617647",30000,"5,444444444",1225,22635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Вагоноремонтная,Минская 5,одиночки,гравийный 20/40,24,,МИТ,30,,1,20,м3,10,45,58,1566,74,2220,2220,30000,1180,"58,3","1748,3",30000,26,780,10634,3780,0,"3780,0","75600,0","110566,0","91200,0","5528,3",4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Аленино,Егорьевск,тонары,песок,погр с 08 до 17,,Аленино,105,,2,32,м3,"2,857142857",45,58,5481,25,2625,5250,25000,2260,"6,5","679,25",25000,"6,666666667",700,26328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Щурово,тонары,песок,24,,Холсим,105,,3,45,тн,"2,857142857",45,58,5481,25,2625,7875,30000,7615,"4,4","458,762963",30000,"4,380952381",460,30167,333,100,"433,0","19485,0","40129,3","40185,0","891,8",893,,,,890,,,,,,,,,,,,,,,,,,,,,,,,,
,Голчановский к-р,Холуй,тонары,песок,07-19 погр,,МИТ,150,,2,40,тн,2,50,58,8700,26,3900,7800,30000,2800,"4,8",725,30000,"4,933333333",740,31200,,,,,,,,,790,,700,790,,50 обр,,,,,,,,,,,,,,,,,,,,,,,
,Заволожск,Коренево,одиночки,грунт,погр с 08 до 20,,Женя,426,,"0,75",45,тн,"0,7042253521",45,58,"22237,2",26,11076,8307,30000,2917,"4,0","1715,611852",30000,"4,225352113",1800,"32848,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Дюкинский,Косыгина,тонары,"известняк 20/40 кф 1,25",погр 08-23,,Византия,260,,"1,5",40,тн,"1,153846154",40,58,12064,24,6240,9360,30000,3340,"3,9","1013,266667",30000,"4,461538462",1160,38804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Сергиев Посад,тонары,песок,ЦКАД до 108,,КСМК,129,,3,45,тн,"2,325581395",45,60,6966,25,3225,9675,30000,7642,"3,9","505,2962963",30000,"3,914728682",505,29960,323,0,"323,0","14535,0","37273,3","37260,0","828,3",828,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Сергиев Посад,тонары,песок,Мамонтово,,КСМК,101,,3,45,тн,"2,97029703",45,60,5454,28,2828,8484,30000,2818,"4,2","427,1407407",30000,"4,227722772",427,29981,323,0,"323,0","14535,0","33756,3","33750,0","750,1",750,,,,750,750,,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Сергиев Посад,тонары,песок,Мамонтово,,КСМК,101,,3,30,м3,"2,97029703",45,60,5454,28,2828,8484,30000,2818,"6,3","640,7111111",30000,"6,336633663",640,29936,500,0,"500,0","15000,0","34221,3","34200,0","1140,7",1140,,,,,1140,,,,,,,,,,,,,,,,,,,,,,,,
,Магистральный,Железнодорожный,одиночки,щпс с4,08-19 приемка,,византия,115,,2,28,м3,"2,608695652",50,58,6670,27,3105,6210,30000,2380,"8,1","927,3214286",30000,"6,956521739",800,22870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ПГК Хорошего,3 Силикатный,тонары,пескок,24 часа,,Антон,125,,3,45,тн,"2,4",45,58,6525,26,3250,9750,30000,3250,"3,7","463,5185185",30000,"3,6",450,28175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ПГК Хорошего,Рязанский проспект,тонары,пескок,24 часа,,Антон,125,,3,45,тн,"2,4",45,60,6750,25,3125,9375,30000,3250,"3,7","465,7407407",30000,"3,6",450,27875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Богаево,3 Силикатный,тонары,песок,24 часа,,Антон,105,,3,45,тн,"2,857142857",45,60,5670,25,2625,7875,30000,2890,"4,1","427,962963",30000,"3,142857143",330,16775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Богаево,Мосренген,тонары,песок,25 часа,,Антон,97,,4,45,тн,"3,092783505",45,58,"5063,4",26,2522,10088,30000,3328,"3,6","353,72",30000,"3,402061856",330,"25730,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Юрьев Польский,Маслово,тонары,"щебень 1,4",,,византия,250,,1,34,тн,"1,2",45,58,13050,32,8000,8000,30000,2500,"6,3",1575,30000,"6,4",1600,30850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Пятницкое,Архангельское,тонары,"щебень 1,4",,,Антон,200,,2,43,тн,"1,5",45,58,10440,22,4400,8800,30000,3400,"3,7","733,4883721",30000,"3,85",770,33140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Полотняный,Архангельское,тонары,"щебень 1,5",,,Антон,200,,2,45,тн,"1,5",45,58,10440,22,4400,8800,30000,3400,"3,5","700,8888889",30000,"3,5",700,29920,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,
,МВК,Минская 5,одиночка,песок,,,МИТ,130,,2,28,тн,"2,307692308",45,58,6786,27,3510,7020,30000,2560,"7,3","949,1428571",30000,"6,153846154",800,21648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Мосэнерго,Мытищи,тонары,песок,,,ВИС,160,,2,30,тн,"1,875",45,58,8352,25,4000,8000,30000,2920,"6,0","960,4",30000,"5,1875",830,22176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Лычево,КСМК,тонары,песок,,,КСМК,31,,5,30,тн,"9,677419355",45,58,"1618,2",50,1550,7750,30000,1930,"10,3","318,4733333",30000,"11,61290323",360,36229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,МВК,КСМК,тонары,песок,,,КСМК,39,,5,30,тн,"7,692307692",45,58,"2035,8",40,1560,7800,30000,2170,"8,6","334,3266667",30000,"8,717948718",340,30851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Искра,Угрешская,тонары,песок,,,Византия,115,,3,30,тн,"2,608695652",45,58,6003,26,2990,8970,30000,3070,"5,8","667,2111111",30000,"6,086956522",700,32951,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,МВК,Угрешская,тонары,песок,,,Византия,132,,3,32,тн,"2,272727273",45,58,"6890,4","24,5",3234,9702,30000,3376,"5,0","664,0541667",30000,"5,53030303",730,"36330,8",700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Болотское,Угрешская,тонары,песок,,,Византия,120,,3,35,тн,"2,5",45,58,6264,"24,5",2940,8820,30000,3160,"4,8","578,7809524",30000,"5,833333333",700,42728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Магистральный,Речицы (Гжель),тонары,ЩПС с4,,,Византия,140,,2,30,тн,"2,142857143",45,58,7308,25,3500,7000,30000,2680,"6,5","904,9333333",30000,"6,071428571",850,26704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Агат,Монтажная,тонары,песок,,,ФСК,135,,3,45,тн,"2,222222222",45,58,7047,25,3375,10125,30000,3430,"3,5","479,2296296",30000,"3,62962963",490,31454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Васютино,Воскресенск,тонары,песок,,,Холсим,120,,"2,5",45,тн,"2,5",45,58,6264,25,3000,7500,30000,2800,"4,1","497,4222222",30000,"4,166666667",500,30290,210,100,"310,0","13950,0","36334,0","36450,0","807,4",,,,,810,,,,,,,,,,,,,,,,,,,,,,,,,
,Васютино,КСМК,тонары,песок,,,КСМК,80,,3,45,тн,"3,75",45,60,4320,31,2480,7440,30000,2440,"4,9","391,4074074",30000,"4,875",390,29810,"212,9032258",0,"212,9","9580,6","27194,0","27130,6","604,3",,,,,600,600,,,,,,,,,,,,,,,,,,,,,,,,
,Васютино,КСМК,тонары,песок,,,КСМК,80,,3,30,м3,"3,75",45,60,4320,31,2480,7440,30000,2440,"7,3","587,1111111",30000,"7,25",580,29360,330,0,"330,0","9900,0","27513,3","27300,0","917,1",,,,,,910,,,,,,,,,,,,,,,,,,,,,,,,
,Купавна,Лыткарино,тонары,песок,,,ТРАКС,50,,5,32,тн,6,45,58,2610,40,2000,10000,30000,2500,"6,9","347,1875",30000,"6,4",320,25650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Андреевский,Десеновское,тонары,известняк 40/70,,,Женя,180,,1,43,тн,"1,666666667",40,58,8352,"23,5",4230,4230,30000,2680,"5,8","1052,604651",30000,"3,166666667",570,9248,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,
,Инсар,Наровчат,тонары,зерно,,,Мордовские пенькозаводы,76,,"1,5",27,тн,"3,947368421",35,66,"3511,2",53,4028,6042,30000,2584,"14,3","1083,77284",30000,"12,5",950,"24582,2",,,,,,,,,1000,,950,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,160,,2,45,тн,"1,875",45,58,8352,24,3840,7680,30000,4120,"4,1","650,0444444",30000,"3,125",500,16496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Есино,Наташкинский парк,одиночки,песок,,,ГК Империя,50,,2,26,тн,6,50,58,2900,40,2000,4000,25000,2800,"14,5","723,0769231",25000,12,600,18600,500,0,"500,0","13000,0","31800,0","28600,0","1223,1",1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Аксиньино,Наташкинский парк,одиночки,песок,,,МСК Групп,70,,3,28,тн,"4,285714286",50,58,4060,40,2800,8400,25000,4060,"8,4","590,952381",25000,"8,571428571",600,25760,300,0,"300,0","8400,0","24946,7","25200,0","891,0",900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Жуково,Наташкинский парк,одиночки,песок,,,МСК Групп,32,,3,28,тн,"9,375",50,58,1856,40,1280,3840,25000,3376,"14,1","449,8095238",25000,"15,625",500,29216,300,0,"300,0","8400,0","20994,7","22400,0","749,8",800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кашира,Брянск,тонары,жесть,,,Универсал сервис,450,,1,"10,56",тн,"0,6666666667",35,58,18270,20,9000,9000,30000,3700,"12,8","5773,674242",30000,"14,22222222",6400,36614,,,,,,,,,,,60000,,,,,,,,,,,,,,,,,,,,,,,,,,
,Можайск,Брянск,тонары,жесть,,,Универсал сервис,350,,1,"9,82",тн,"0,8571428571",35,58,14210,"21,5",7525,7525,30000,3100,"16,0","5584,01222",30000,"17,14285714",6000,34085,,,,,,,,,,,55000,,,,,,,,,,,,,,,,,,,,,,,,,,
,Брянск,Липецк,тонары,Шлак,,,,470,,1,"44,96",тн,"0,6382978723",45,58,24534,19,8930,8930,30000,3820,"3,2","1496,530249",30000,"3,340425532",1570,"33303,2",,,,,,,,,,,1480,,,,,,,,,,,,,,,,,,,,,,,,,,
